islands,panel,seed,net_pct,sharpe,mdd_pct
60,set2,46,39.72320784000917,1.5009552470485688,11.776760906465771
60,set2,47,44.54338453672143,1.5006045087564963,12.121281688746718
60,set2,48,32.559419214058366,1.1745950774937761,12.765039018920879
60,set2,49,39.41165667492164,1.3990358018261801,13.04098114448396
60,set2,50,36.8819504727505,1.3755295300771277,11.7617206267937
60,set2,51,37.14819303368288,1.2643584753381691,12.143098948255101
60,set3,42,15.446376177727178,0.42381637447518183,17.227050650838994
60,set3,43,8.692582257435276,0.21837779612046182,18.754235135255012
60,set3,44,15.174808251315163,0.37020660328364735,17.081652204237667
60,set3,45,10.035668923992592,0.23507347732233233,23.249308457548505
60,set3,46,23.040959209862933,0.6395291982864796,16.027842758916567
60,set3,47,11.151282413639134,0.2660415306465705,19.54455217612742
60,set3,48,9.746639435419793,0.2525198970284771,22.167507827895122
60,set3,49,17.961326599107117,0.44117717270488144,18.27368284481226
60,set3,50,22.101487071599234,0.551155341261315,17.333664883042918
60,set3,51,24.406449730795753,0.593568936908485,20.319673908018885
60,set4,42,42.5401582174217,1.6206003195622705,5.061146369484196
60,set4,43,34.894171040265825,1.20239560620078,8.083130873318964
60,set4,44,23.599271299661652,0.7969821630254466,9.199273740292668
60,set4,45,42.088511078547306,1.4309143683985202,9.557237154227128
60,set4,46,31.04279451191521,1.0655796977581562,8.480176927255837
60,set4,47,27.23946880830177,0.8493731161881949,11.234237370020844
60,set4,48,39.88540835812392,1.2941026413731656,8.86967229449857
60,set4,49,35.01527037585809,1.1137273162082062,10.268178732523118
60,set4,50,31.358643116711495,1.1417390024193297,6.482318067688847
60,set4,51,30.333985231731237,0.9964010760536745,8.963567755891976
