arm,panel,seed,year,n_days,net_pct,sharpe
periodic_lstm_monthly,set3_core7,43,2017,251,-1.2994428924126833,-0.2144626837197675
periodic_lstm_monthly,set3_core7,43,2018,251,6.344689457797258,0.83291249624068
periodic_lstm_monthly,set3_core7,43,2019,252,-5.940677404129136,-0.7180995736098306
periodic_lstm_monthly,set3_core7,44,2015,252,3.3882622225570356,0.5070548071485429
periodic_lstm_monthly,set3_core7,44,2016,252,-1.6113705164487668,-0.21730012815609237
periodic_lstm_monthly,set3_core7,44,2017,251,-0.8724408776533756,-0.14158405941401717
periodic_lstm_monthly,set3_core7,44,2018,251,2.1550615675476017,0.27489734593997806
periodic_lstm_monthly,set3_core7,44,2019,252,-0.4313017446939474,-0.05420457878900467
periodic_lstm_monthly,set4_core7,42,2015,252,2.258203802613395,0.3319369194123961
periodic_lstm_monthly,set4_core7,42,2016,252,4.341748317184703,0.5652521336544033
periodic_lstm_monthly,set4_core7,42,2017,251,17.208441457571094,2.9025453280303033
periodic_lstm_monthly,set4_core7,42,2018,251,6.606634859565263,0.9660350895067904
periodic_lstm_monthly,set4_core7,42,2019,252,13.754946569800003,1.695109908174148
periodic_lstm_monthly,set4_core7,43,2015,252,12.88525637176328,1.7735489458888236
periodic_lstm_monthly,set4_core7,43,2016,252,-2.392888251800206,-0.2823826714799011
periodic_lstm_monthly,set4_core7,43,2017,251,10.349313581246001,1.7406621893329626
periodic_lstm_monthly,set4_core7,43,2018,251,1.5837794519084316,0.21024824325236502
periodic_lstm_monthly,set4_core7,43,2019,252,6.8215578352873285,0.8988317156019576
periodic_lstm_monthly,set4_core7,44,2015,252,11.933471622339171,1.7772912814092814
periodic_lstm_monthly,set4_core7,44,2016,252,-11.707523387203551,-1.4354662849589352
periodic_lstm_monthly,set4_core7,44,2017,251,11.512942043826088,2.0046825609562875
periodic_lstm_monthly,set4_core7,44,2018,251,8.50287110301233,1.2140681967621336
periodic_lstm_monthly,set4_core7,44,2019,252,8.741894267883229,0.9836945303535719
periodic_lstm_quarterly,set1_core7,42,2015,252,1.5650091168302662,0.1990176844569921
periodic_lstm_quarterly,set1_core7,42,2016,252,15.82811386279737,1.68594624614488
periodic_lstm_quarterly,set1_core7,42,2017,251,2.3571765698419194,0.3100841965411047
periodic_lstm_quarterly,set1_core7,42,2018,251,9.992885166722205,1.1973448143951873
periodic_lstm_quarterly,set1_core7,42,2019,252,12.72846216438103,1.4017182994501336
periodic_lstm_quarterly,set1_core7,43,2015,252,-3.242934438073117,-0.43959021636254386
periodic_lstm_quarterly,set1_core7,43,2016,252,13.209138542433053,1.932940231072368
periodic_lstm_quarterly,set1_core7,43,2017,251,10.174558104907625,1.4068160674263956
periodic_lstm_quarterly,set1_core7,43,2018,251,2.6349113201317143,0.3638913312681129
periodic_lstm_quarterly,set1_core7,43,2019,252,13.744514598942065,1.5364657889023086
periodic_lstm_quarterly,set1_core7,44,2015,252,-2.9546596520336426,-0.43135297792518335
periodic_lstm_quarterly,set1_core7,44,2016,252,17.06092536251506,1.871884460097748
periodic_lstm_quarterly,set1_core7,44,2017,251,3.3398391890061787,0.4948774757340005
periodic_lstm_quarterly,set1_core7,44,2018,251,7.65089056103795,0.9560999454015813
periodic_lstm_quarterly,set1_core7,44,2019,252,17.102942740161104,2.1324187528849357
periodic_lstm_quarterly,set2_core7,42,2015,252,13.309463791221058,1.811821670034893
periodic_lstm_quarterly,set2_core7,42,2016,252,-3.3353601731549527,-0.45139519233963177
periodic_lstm_quarterly,set2_core7,42,2017,251,8.898538586215231,1.5567880899894062
periodic_lstm_quarterly,set2_core7,42,2018,251,4.334472550449302,0.5696999403719064
periodic_lstm_quarterly,set2_core7,42,2019,252,10.264183215786984,1.216548450536352
periodic_lstm_quarterly,set2_core7,43,2015,252,3.0798745488117487,0.40076229879765735
periodic_lstm_quarterly,set2_core7,43,2016,252,6.5254678610886545,0.8573253126816845
periodic_lstm_quarterly,set2_core7,43,2017,251,2.72957981068477,0.48197408899465916
periodic_lstm_quarterly,set2_core7,43,2018,251,14.53575680771232,2.347197981725706
periodic_lstm_quarterly,set2_core7,43,2019,252,5.528605661594222,0.7166834936246812
periodic_lstm_quarterly,set2_core7,44,2015,252,1.0953270884560877,0.14535525501460397
periodic_lstm_quarterly,set2_core7,44,2016,252,-7.537060057235538,-0.8153617744238892
periodic_lstm_quarterly,set2_core7,44,2017,251,4.995535544185055,0.7404368789133998
periodic_lstm_quarterly,set2_core7,44,2018,251,8.559661263480114,1.3766244668462095
periodic_lstm_quarterly,set2_core7,44,2019,252,5.927257517257459,0.7335350471094679
periodic_lstm_quarterly,set3_core7,42,2015,252,8.390828235852913,1.2446552310170438
periodic_lstm_quarterly,set3_core7,42,2016,252,-0.6069161186808725,-0.08261325879597338
periodic_lstm_quarterly,set3_core7,42,2017,251,5.474067786627749,0.9241948536253849
periodic_lstm_quarterly,set3_core7,42,2018,251,7.079597470062682,0.9120031366631334
periodic_lstm_quarterly,set3_core7,42,2019,252,-1.1477904315314573,-0.19149214142680399
periodic_lstm_quarterly,set3_core7,43,2015,252,5.5747342475298085,0.8102732780545356
periodic_lstm_quarterly,set3_core7,43,2016,252,7.781497466129052,1.0647883857684102
periodic_lstm_quarterly,set3_core7,43,2017,251,-3.364145406252988,-0.5419174033844444
periodic_lstm_quarterly,set3_core7,43,2018,251,7.508569894580372,0.8425490778729454
periodic_lstm_quarterly,set3_core7,43,2019,252,3.3541100022068817,0.43232811615355077
periodic_lstm_quarterly,set3_core7,44,2015,252,12.361835800268292,1.4132780453495895
periodic_lstm_quarterly,set3_core7,44,2016,252,0.7173525094459444,0.10303265515651105
periodic_lstm_quarterly,set3_core7,44,2017,251,1.2831269421891605,0.19490610914683576
periodic_lstm_quarterly,set3_core7,44,2018,251,8.197929620015632,1.2004355777052533
periodic_lstm_quarterly,set3_core7,44,2019,252,12.206396902241105,1.49498533649977
periodic_lstm_quarterly,set4_core7,42,2015,252,12.040650183534538,1.9621818273061502
periodic_lstm_quarterly,set4_core7,42,2016,252,-11.431225469151482,-1.456546850875117
periodic_lstm_quarterly,set4_core7,42,2017,251,10.996170443221937,1.8805671264856838
periodic_lstm_quarterly,set4_core7,42,2018,251,-3.0028310297363596,-0.3631079504670911
periodic_lstm_quarterly,set4_core7,42,2019,252,14.270616144590814,1.4717692135439209
periodic_lstm_quarterly,set4_core7,43,2015,252,4.10769831096102,0.5993133809164005
periodic_lstm_quarterly,set4_core7,43,2016,252,3.7986205640890907,0.47770021170396215
periodic_lstm_quarterly,set4_core7,43,2017,251,3.180184222996159,0.49406524179297173
periodic_lstm_quarterly,set4_core7,43,2018,251,-1.13326807580469,-0.14203105057392493
periodic_lstm_quarterly,set4_core7,43,2019,252,9.439130880215489,1.0207491227463066
periodic_lstm_quarterly,set4_core7,44,2015,252,1.0551954123432419,0.17572130355901688
periodic_lstm_quarterly,set4_core7,44,2016,252,1.0803911874292227,0.11671991547471855
periodic_lstm_quarterly,set4_core7,44,2017,251,1.2583189033294095,0.15602434657813385
periodic_lstm_quarterly,set4_core7,44,2018,251,-0.9601077024206733,-0.13179329384110025
periodic_lstm_quarterly,set4_core7,44,2019,252,7.112750459263075,0.7890949058194354
periodic_lstm_yearly,set1_core7,42,2015,252,-6.60046862384735,-1.109514607105281
periodic_lstm_yearly,set1_core7,42,2016,252,-0.0840379074497289,-0.01135561331008822
periodic_lstm_yearly,set1_core7,42,2017,251,3.4967631239328165,0.5796301101681168
periodic_lstm_yearly,set1_core7,42,2018,251,14.920589929115128,1.7516546235126678
periodic_lstm_yearly,set1_core7,42,2019,252,13.971715012901157,1.5071579365945706
periodic_lstm_yearly,set1_core7,43,2015,252,-0.2638969679317864,-0.03863620798674436
periodic_lstm_yearly,set1_core7,43,2016,252,7.966498991169181,1.0262798825320958
periodic_lstm_yearly,set1_core7,43,2017,251,8.540847590341762,1.0342488389394637
periodic_lstm_yearly,set1_core7,43,2018,251,5.214566105480685,0.6564203624119287
periodic_lstm_yearly,set1_core7,43,2019,252,9.994599436962442,1.1916527674912727
periodic_lstm_yearly,set1_core7,44,2015,252,-8.22012812442366,-1.0884720570712114
periodic_lstm_yearly,set1_core7,44,2016,252,-4.015024783669202,-0.4731754179217895
periodic_lstm_yearly,set1_core7,44,2017,251,6.17694432514118,0.9229808817905658
periodic_lstm_yearly,set1_core7,44,2018,251,9.91210510565564,1.2396511474488123
periodic_lstm_yearly,set1_core7,44,2019,252,8.685332116855836,1.276603294334905
periodic_lstm_yearly,set2_core7,42,2015,252,10.923068178822918,1.468190964557816
periodic_lstm_yearly,set2_core7,42,2016,252,3.66138762036436,0.42678882061511914
periodic_lstm_yearly,set2_core7,42,2017,251,4.317075370799901,0.8005618510654359
periodic_lstm_yearly,set2_core7,42,2018,251,6.4931103404556545,0.8996878472839165
periodic_lstm_yearly,set2_core7,42,2019,252,2.5807113993546387,0.41917143029502446
periodic_lstm_yearly,set2_core7,43,2015,252,4.760362266153631,0.5849634233584461
periodic_lstm_yearly,set2_core7,43,2016,252,9.362601130579124,0.8965780257223446
periodic_lstm_yearly,set2_core7,43,2017,251,5.946679235804088,1.0559984431810578
periodic_lstm_yearly,set2_core7,43,2018,251,8.948982865020682,1.4186792249308557
